title,text,fake
 ,"But currently, putting a master feature film onto DVD requires severe compression because current DVD technology cannot hold as much as high-definition films demand.What high-definition revolution ultimately means is that the line between home entertainment and cinema worlds will blur.Currently, an entire DVD project can take up to three months, says Mr Dean.But when high-definition films do come out on the new format DVDs, it will profoundly change home entertainment.Those costs could filter down to the price ticket on a high-definition DVD.First it was the humble home video, then it was the DVD, and now Hollywood is preparing for the next revolution in home entertainment - high-definition.And if studios do focus on delivering more ""added value content"", thinks Mr Dean, ultimately it could mean that they will want more money for it.High-definition throws up other challenge to film makers and DVD production alike.It will take time though to persuade people who spent money on DVD players to buy the different players and displays required to watch high-definition DVDs in 18 months' time.High-definition DVDs can hold up to six times more data than the DVDs we are used to.Mr Dean is confident though: ""I think if they see real HD [high-definition], not some heavily compressed version of it, there is such a remarkable difference.High-definition will mean some changes for those working behind the scenes too.On the whole, producing films for high-definition DVDs will be easier in some ways because less compression is needed.Equally, it may mean Hollywood studios ask for more to be put onto the average DVD.""In the HD version of Episode I, all these make-up lines showed up,"" explains Mr Dean.""When we master movies right now, our data rates are running at about 1.2 gigabits per second,"" says Mr Dean.""The film that we see in theatres is coming from the same digital file that we take the home video master,"" he says.If studios want to cash in on the extra space, it could mean extra human hours, for which someone has to pay.",0
 ,"We're seeing the same thing in the technology industry and, as a result, there are billions of devices, from old mobile phones to antique handhelds, that will have to be recycled in years to come.If Apple gets its way then a lot of people are going to be buying a new Mac Mini and throwing away their old PC, keeping the monitor and other peripherals.They are all old enough to be hazardous waste - the monitors alone will be full of arsenic and lead - but it's possible that some of the components could be useful.I've just looked around my office and I find two monitors, an old 386 PC, two old handhelds, three ancient laptops, four antique mobile phones, a collection of rechargeable batteries and even a Sun workstation that is no longer really much use.Bill Thompson thinks it's about time.I'd probably remember to take my old mobile with me to the supermarket and drop it in a box - at least eventually.My first car ran on four star petrol and pumped vast quantities of lead into the atmosphere as I drove around Cambridge.This is going to be very important to hardware manufacturers in Europe since from August the new Waste Electronic and Electrical Equipment directive will oblige them to accept returned products for recycling.The car engine is a case in point: lead additives helped stop petrol vapour exploding too early in the cylinder, a phenomenon called 'knocking', so they were simply used without any real thought for the fact that the lead would end up in the atmosphere.But what do we do with the old ones?Chip giant Intel recently began shipping computer circuit boards that are lead free too, reflecting a growing awareness on the part of the technology industry that products have to be designed and built in more environmentally friendly ways.Now you can't buy petrol with lead additives, and we're all better off as a result.",0
 ,"""Every game is going to be playable in HD.""Probably, in the UK [gaming] is going to be the only thing you are going to really be able to show off, as in 'look what this TV can do', until HD is really adopted by broadcasters,"" explains Dr Tuffy.But it may not be until the generation after the next games consoles where the two industries really collide.""In the next generation [of consoles] HD support is mandatory,"" Dr Mark Tuffy games systems director at digital content firm THX told the BBC News website.""But we may see the cross-platform development of games becoming more common because they will more easily be able to take a PC game and apply it to a console,"" he says.Higher capacity storage discs, such as HD-DVD and blue-ray , are set to be standard in the next round of games consoles - allowing developers more room for detailed graphics.TV, films, and games have been gearing up for some time now for the next revolution to transform the quality of what is on our screens.HD offers up to 1,080 active lines, with each line made up of 1,920 pixels.It could make games production slightly more expensive, thinks Dr Tuffy.For console developers though, HD offers some production changes.Most standard UK TV pictures are made up of 625 lines and about 700 pixels.At that point, says Dr Tuffy, games could become more or less interactive movies.With HD, he says, the transition will be completely seamless and the same quality as the big-screen cinema release.Different equipment able to receive HD signals is needed though and is expensive.""You are literally going to get to the point, with a Lord of the Rings game for example, is going to be closer and closer to the actual film, especially the CGI stuff from the DVD.",0
 ,"Millan says they want to include more music and more news from the world of Spanish language hip-hop and rap.The name says it all: it is web-based radio, devoted to the hottest Spanish language rap and hip-hop tracks.""You can't really just go on the radio and listen to hip-hop in Spanish... it's just not accessible,"" says Manuel Millan, a native of San Diego, California.His name is Tote King and Manuel Millan says that he is the hip-hop leader in Spain.Millan says that Spain is actually just behind the United States and France in terms of overall rap and hip-hop production.The web might be just the right medium for Spanish language hip-hop right now.""It's really hard for the Spanish hip-hop scene to get into mainstream radio.That is not surprising as many consider Spain to be the leader in Spanish-language rap and hip-hop.""He's considered the Eminem of Argentina, and the Latin American hip-hop scene,"" Millan says.But what you will not find is much Spanish-language hip-hop.Los Caballeros de Plan G are one of Mexico's hottest hip-hop acts.Hip-hop and rap are actually quite popular in the Spanish-speaking world, but local artists are having trouble marketing their work abroad.But most Mexican hip-hop fans, not to mention fans in most of the Spanish-speaking world, rarely get a chance to hear the group's tracks on the radio.""It's basically him bragging that he's one of the best emcees in Spain right now,"" Millan says.The site has listeners from across the Spanish speaking world.But now, a US company is bringing rap and hip-hop en espanol to computer users everywhere.Mustafa Yoda is currently one of the hottest tracks on latinohiphopradio.com.Millan and two friends set out to change that - they wanted to make groups like Los Caballeros de Plan G accessible to fans globally.",0
 ,"""Like all games, computer and video games entertain while promoting social development, and playing and talking about games is an important part of young people's lives,"" said project manager Caroline Pelletier.The games industry welcomed the report, saying it showed how games had a positive impact on children.Computer games could enhance learning and have a legitimate place in the classroom, say researchers.The second project looked at how games can be integrated into media education and concluded that writing games should be a core part of studying them.""Games literacy is a way of investigating how games are means of expression and representation, just like writing or drawing,"" she said.The researchers conducted two studies into the impact of games on education, the first looking at how they can be used in different curriculum subjects to enhance learning.As well as being used in different areas of the curriculum, games are a legitimate area of study in their own right, researchers say.For parents, the idea that computer games could be brought into the classroom environment, could cause controversy.",0
 ,"Podcasting takes its name from the Apple iPod, although you do not need an iPod to create one or to listen to a podcast.A podcast is basically an internet-based radio show which podcasters create, usually in the comfort of their own home.Most importantly, Mr Curry says, people across the globe were bored with the radio they were hearing.Mr Curry is American, but he grew up in the Netherlands where he hosted illegal, pirate radio shows in the Dutch capital.Mr Curry is not a computer programmer, so he asked others to create one for him.Using technology based on XML computer code and RSS - Really Simple Syndication - listeners can subscribe to podcasts collected automatically in a bit of software, which Mr Curry has pioneered.It is called ""podcasting"" and its strongest proponent is former MTV host and VJ (video jockey) Adam Curry.He wanted software that would automatically download new audio content directly onto players like, iPods.He has even been called the Ed Sullivan or Johnny Carson of podcasting which, he says, ""is a badge I'll wear with great honour.They then upload their shows to the internet and others can download and listen to them, all for free.Mr Curry records, hosts, edits and produce a daily, 40 minute podcast called The Daily Source Code.The latest MP3 files of shows can then be picked up by a music playing device automatically.He wants to make podcasting ""the Next Big Thing"" and says it is an extension of his childhood love of radio gadgetry.But Mr Curry's technology and broadcast interests started to gel a couple of years ago when computer storage was growing exponentially and high-speed internet connections were becoming more widely available.One couple broadcasts theirs, The Dawn and Drew Show, from Wisconsin in the US, sometimes even from the comfort of their own bed.He loves doing The Daily Source Code because it is about introducing good music and cool ideas to new audiences.He tried university in the US, and ended up back in Holland where he hosted a music video show.It is created an explosion in podcasting content and podcasters are springing up in Australia, Finland, Brazil, even Malaysia.""If I were to tell my mom, or my mother-in-law to copy an XML or RSS file to their podcast aggregator, they would think I was speaking a foreign language,"" Mr McIntyre says.Chris McIntyre runs Podcast Alley and says that there are good sites out there but that not everyone has the technological know-how to simply listen.""People can wake up in the morning, pick up their iPods as they go to work or before they go exercise, and discover that there's all this new content automatically put onto their players.""Already there is interest in podcasting from the corporate world.",0
 ,"Microsoft's Internet Explorer has a serious rival in the long-awaited Firefox 1.0 web browser, which has just been released.Internet monitoring firm WebSideStory has charted the growing population of people using the Firefox browser and says it is responsible for slowly eroding the stranglehold of IE.Firefox is proving popular because, at the moment, it has far fewer security holes than Internet Explorer and has some innovations lacking in Microsoft's program.Firefox has been created by the Mozilla Foundation which was started by former browser maker Netscape back in 1998.The Mozilla Foundation claims that Firefox has been downloaded almost eight million times and has publicly said it would be happy to garner 10% of the Windows- using, net-browsing population.Firefox, which used to be called Firebird and before that Phoenix, also has a growing number of vocal net-based fans.The release of Firefox 1.0 on 9 November might even cause a few heads to turn at Microsoft because the program is steadily winning people away from the software giant's Internet Explorer browser.But the release of the first full version of Firefox has managed to drum up a respectable amount of pre-launch fervour.Ten days in to the campaign 10,000 people had signed up and now about $250,000 has been raised.Since then the software has been gaining praise and converts, not least because of the large number of security problems that have come to light in Microsoft's Internet Explorer.A campaign co-ordinated by the Spread Firefox website attempted to raise the $50,000 needed for a full page advert in the New York Times.Much of the development work done since then has gone into Firefox which made its first appearance under this name in February.",0
 ,"Cable firm Telewest is to offer a personal video recorder (PVR) in a set -top box to challenge Sky Plus.Sky Plus is the market leader in the field of digital video recorders in the UK, with 474,000 subscribers.Sky has said it aims to have 25% of its subscribers using Sky Plus by 2010 - it is predicting 10 million total subscribers by that date.Telewest has yet to reveal pricing for the new box or if it will be charging a subscription fee for the service.It currently has 7.4 million subscribers, while Telewest provides digital cable to 1.7 million customers.Telewest's PVR will offer a 160GB hard drive, which has storage for up to 80 hours of programmes.",0
 ,"Apple said the new iTunes music player would become Motorola's standard music application for its music phones.Third generation mobiles (3G) with the ability to handle large amounts of data transfer, like video, could drive people into upgrading their phones, but Ms Milanesi said it was difficult to say how quickly that would happen.Good design and the look of a mobile, as well as new services such as music downloads, could go some way to pushing up sales in 2005, said analysts.In July last year, Motorola and Apple announced a version of iTunes online music downloading service would be released which would be compatible with Motorola mobile phones.But the challenge will be balancing storage capacity with battery life if mobile music hopes to compete with digital music players like the iPod.Sony Ericsson just released its Walkman branded mobile phone, the W800, which combines a digital music player with up to 30 hours' battery life, and a two megapixel camera.This means mobile companies have to think carefully about what they are offering in new models so that people see a compelling reason to upgrade, said Gartner.It was not just about how the phone functioned, but about what it said about its owner.But there could be a slight slowdown in sales in European and US markets too, according to Gartner, as people wait to see what comes next in mobile technology.Nor would the rush to produce two or three megapixel camera phones be a reason for mobile owners to upgrade on its own.Ms Milanesi said more models would likely be released in the coming year with hard drives.More likely to drive sales in 2005 would be the attention to design and aesthetics, as well as music services.",0
 ,"Upload speeds - the speed at which information is sent from a PC via broadband - will remain at the same speed, said Mr Ingram.British Telecom has said it will double the broadband speeds of most of its home and business customers.""These speed increases will give people the opportunity to do a lot more with their broadband connections,"" he said.He said that a limited number of people with those connections consistently received speeds of 40Mbps.Many BT customers will now have download speeds of 2Mbps, although there are usage allowances of between one gigabyte and 30 gigabytes a month.Customers who exceed the amounts will either be able to pay for a bigger allowance or see their download speeds reduced.""Britain is now broadband Britain,"" said Duncan Ingram, BT's managing director, broadband and internet services.But Britain continues to lag behind some countries - especially Japan and South Korea - which offer broadband speeds of up to 40Mbps.",0
 ,"The Cellery worm installs a playable version of the classic falling blocks game on PCs that it has infected.While users play the game, the worm spends its time using the machine to search for new victims to infect on nearby networks.When it infects a machine, Cellery installs a version of Tetris that users can play.The risk of infection by Cellery is thought to be very low as few copies of the worm have been found in the wild.At the same time the virus starts scouring networks for other vulnerable machines.As the game starts up the worm also starts a music file to accompany it.",0
 ,"The original Blinx was intended to convert many platform game lovers to Microsoft's then new Xbox console.As in the original, your feline persona can control time, but this time the pigs get to control space.This time around you do not play as Blinx but instead you are given the chance to create two unique cat characters and two pig characters.There are a number of puzzles which require control over time to solve while the pigs can create things such as warps, space bubbles and void traps in order to progress.The thrust of the game sees the two factions competing to recover pieces of a missing Time Crystal.As the game progresses you swap between the two rival factions, pig and feline, assuming the role of your created characters.The control over space and time is achieved through a number of VCR-style icons and is quite intuitive.",0
 ,"So far there have been no attacks involving gigabytes of data, said Mr Seagrave.Many of the gambling sites suffering DDoS attacks are in offshore data and hosting centres, so any large scale data flood could knock out access to many more sites than just the one the criminals were targeting, said Mr King.""It's about understanding what's genuine traffic and keeping attack traffic from going to the site,"" she said.Malcolm Seagrave, security expert at Energis, said the most common types of attacks hit sites with 10 megabytes of data over short periods of time.Once an attack is spotted dedicated net hardware takes over to remove the attack traffic and ensure that sites stay up.Bigger attacks sending down 200 megabytes of traffic or more were rarely seen, he said.Maria Capella, spokeswoman for net provider Pipex, said that when DDoS attacks were at their height, customers were getting hit every four to five days.""We have technology out there that allows us to detect attacks in minutes rather than let network engineers spend hours pulling the information together,"" said Mr Seagrave.Mr King said the only way to properly combat these so-called Distributed Denial-of-Service attacks was with intelligent net-based systems.""The serious players tend to precede an attack with some kind of ransom e-mail,"" said Ms Capella.""We study the profile of their traffic and as soon as we see an anomaly in the profile that's when we start to get the backbone engineering boys to see if we are going to sustain an attack,"" said Ms Capella.""You can see them going alphabetically through the list with the gambling sites, trying one after another,"" said Mr Seagrave.This traffic can be hard to spot because DDoS attacks typically use thousands of computers in many different countries, each participating machine only sends a small part of the entire data flood.Also net firms were starting to work more closely together on the problem of DDoS attacks and pool information about where they are coming from.",0
 ,"The huge image of Delft was created by stitching together 600 single snaps of the Dutch city taken at a fixed spot.The image was created by imaging experts from the Dutch research and technology laboratory TNO which created the 2.5 gigapixel photo as a summer time challenge.The first image of such a size was manually constructed by US photographer Max Lyons in November 2003.""He did it all by hand, which was an enormous effort, and we got the idea that if you use automatic techniques, it would be feasible to build a larger image,"" said Jurgen den Hartog, one of the TNO researchers behind the project.The researchers have put the image on a website which lets viewers explore the wealth of detail that it captures.The finished image is 2.5 billion pixels in size - making it about 500 times the resolution of images produced by good consumer digital cameras.""All standard Windows viewers available would not be able to load such a large image, so we had to develop one ourselves.""Each image was made to slightly overlap so they could be accurately arranged into a composite.That image portrayed Bryce Canyon National Park, in Utah, and was made up of 196 separate photographs.",0
 ,"Many feel that the most difficult and challenging area for the Commission will be to identify a solution for different Digital Rights Management (DRM) schemes.They have identified that many groups have defined the forms of digital media in the areas that NEM encompasses.How people receive their digital entertainment in the future could change, following the launch of an ambitious European project.The Commission wants people to be able to locate the content they desire and have it delivered seamlessly, when on the move, at home or at work, no matter who supplies the devices, network, content, or content protection scheme.What is significant is that such a large and powerful organisation has stated its desire for digital formats to be open to all and work on any gadget.Simon Perry is the editor of the Digital Lifestyles website, which covers the impact of technology on mediaThe 10-year plan brings together the work of many currently running research projects that the EC has been funding for a number of years.The European Commission is being pragmatic in its approach.",0
 ,"Dr Erel Avineri, of the Centre for Transport and Society at the University of the West of England in Bristol said: ""The design of the introduced mobility devices is not completely adjusted to the specific needs of the elderly and the disabled.While Toyota's prototypes are geared towards mass transport, the company says that the vehicles will allow the elderly and the disabled to achieve independent mobility.The personal transport arena is taking on a new dimension though with futuristic devices that augment human capabilities.""The concept of personal mobility behind these sorts of innovations is great but they beg a huge number of questions,"" said Dr Gillingwater.With an emerging range of devices targeted towards the ageing world population, care giving and the military, wearable exoskeletons seem to represent a new line of future technologies that meet an individual's particular mobility needs.The open leaf-like ""i-unit"" vehicle is the latest version of the concept which the company introduced last year.A new breed of wearable robotic vehicles that envelop drivers are being developed by Japanese car giant Toyota.Both these prototypes will be demonstrated, along with other concept vehicles and helper robots, at the Toyota stand at the Expo 2005 in Aichi, Japan, in March 2005.""They are clearly what we call concept vehicles, innovative ideas which have yet to be transformed into potential products and which are a few years away from actual production,"" said Dr David Gillingwater from the Transport Studies Group at Loughborough University.""You have to ask whether these sorts of vehicles will appeal to these groups.""This and other human-factors related issues in the design of such devices are not the only issues that should be considered,"" said Dr Avineri.""As always with these concept vehicles, it is difficult to see 'who' they would appeal to and what their role would be in the 'personal transport' marketplace.""""It looks like the visual design of the device interior does not consider this need.Such single-person vehicles may find a relatively small market niche and may be more suited towards specialised applications rather than revolutionising the face of mass transport.The company's vision for the single passenger in the 21st Century involves the driver cruising by in a four-wheeled leaf-like device or strolling along encased in an egg-shaped cocoon that walks upright on two feet.",0
 ,"Microsoft is investigating a trojan program that attempts to switch off the firm's anti-spyware software.Microsoft said it did not believe the program was widespread and recommended users to use an anti-virus program.Stephen Toulouse, a security manager at Microsoft, said the malicious program was called Bankash-A Trojan and was being sent as an e-mail attachment.Microsoft said in a statement it is investigating what it called a criminal attack on its software.",0
 ,"Mr Goodman said phone operators and consumers needed to do more to ensure that more of Britain's mobile mountain made it overseas.""This is the only way I can afford to have a phone,"" she said.Older mobile phones are proving particularly useful in poorer nations where people want to use a mobile and keep in touch with friends and family but do not have the income to buy the most up to date model.Re-using old mobile phones is not just good for the environment, it has social benefits too.Reconditioned handsets have boosted take-up of mobiles as the report revealed that almost one-third of Romanian pre-pay mobile phone users were using reconditioned handsets.""It's quite common for people to have two or three phones just lying around,"" said Mr Goodman.Research has found that in some developing nations old mobile phones can help close the digital divide.Georgeta Minciu, a Romanian part-time cleaner, said: ""Normally a mobile phone would not be possible on my wages.The Forum for the Future report took an in-depth look at Romania where reconditioned mobile phones were proving very popular.The report reveals that approximately 15 million mobile phones go out of use every year in the UK.",0
 ,"Phone companies are not doing enough to warn customers about internet ""rogue-dialling"" scams, according to premium phone line regulator Icstis.I was very impressed with our phone company recently.Phone companies refuse to pay compensation because they say calls must be paid for.The biggest phone company BT says it is doing what it can to monitor fraud and warn people about rogue dialling.These scams are illegal and telephone companies should have nothing to do with them.One example was where thieves would set up a premium rate number and then dial it day and night from phones whose quarterly bills were never paid.The phone companies pay the people who obtaining money fraudulently, so are these people followed up and prosecuted ?He informed the phone company about it, they subsequently put a block on premium rate numbers.""So I would expect phone companies to be looking to see if they can have a similar approach.""Stop blaming the phone companies - it's not their fault!The telephone company was the victim here and you can bet that loophole was blocked very quickly.Icstis spokesman Rob Dwight said: ""Phone companies should get in touch with their customers sooner.Phone companies are probably quite happy for their customers to be hit with a huge bill, otherwise they'd be taking extra steps to prevent this kind of problem.This was because of the scam.Its advice to customers is to use call barring if they want to prevent calls to premium lines because, under the current system, once the call has been made there's little that can be done.It has received 45,000 complaints in recent months about dial-up internet connections diverting to premium rate numbers without users' knowledge.Without realising, a program can be downloaded which diverts internet calls via a premium phone line.Phone companies had the systems in place to spot fraudulent activity and artificially-inflated traffic, he said.How about an automatic monthly cap of say £20 on premium rate calls that you would have to contact your provider to have lifted?Premium rate numbers have been subject to various scams ever since they were invented.A few years back I was also the target of such scams but thank God I have already upgraded to broadband and nothing was connected to my modem so all I heard was the sound of an attempted connection.I haven't ""fallen victim to a rogue-dialling scam"" but I think you're seriously remiss in not pointing out that the vast majority of these scams arise from people trying to access services purporting to provide free pornography.The government has ordered a review of premium line services and is likely to say Icstis should have more power to deal with rogue diallers in future.I had kept ringing a hotline number for Kylie tickets and next day they rang back to ask if I was aware there were 40-odd calls to the same number.To anyone who falls foul of this scam - refuse to pay your telephone provider for these calls.I have a colleague who has fallen victim to this kind of scam.Three months later another huge bill of over £1,000 came in - the block apparently didn't work and he still has to pay for it, even though a block was in place.It's about time that the profiteering by the 'legitimate' phone companies came to an end, mainly by doing away with dial-up altogether and bring broadband down to the same price as dial-up!That way you could use legitimate premium rate numbers while limiting fraudulent usage.People who use dial-up connections can be affected by the scams.",0
 ,"Microsoft is releasing tools that clean up PCs harbouring viruses and spyware.Also being released is a software utility that will help users find and remove any spyware on their home computer.Last year Microsoft also released the SP2 upgrade for Windows XP that closed many security loopholes in the software and made it easier for people to manage their anti-virus and firewall programs.Research by technology firms Earthlink and Webroot revealed that 90% of Windows machine have the malicious software on board and, on average, each one harbours 28 separate spyware programs.The virus-fighting program will be updated monthly and is a precursor to Microsoft releasing dedicated anti-virus software.Before now Microsoft has left the market for PC security software to specialist firms such as Symantec, McAfee, Trend Micro and many others.In 2003 it bought Romanian firm GeCAD Software to get hold of its anti-virus technology.In December 2004 it bought New York-based anti-spyware firm Giant Company Software.",0
 ,"He said the products which will be making waves in the next year will be about the ""democratisation"" of content - devices and technologies that will give people the freedom to do more with music, video, and images.The CEA predicted that there would be several key technology trends to watch in the coming year.The thrust of this year's show will be on technologies which put people in charge of multimedia content so they can store, listen to, and watch what they want on devices any time, anywhere.That trend is predicted to continue, according to CEA analysts, with wholesale shipments of consumer technologies expected to grow by 11% again in 2005.Consumer electronics and gadgets had a phenomenal year in 2004, according to figures released by CES organisers, the CEA, on Tuesday.Thousands of technology lovers and industry experts have gathered in Las Vegas for the annual Consumer Electronics Show (CES).""The story this year remains all about digital and how that is completely transforming and revolutionising products and the way people interact with them,"" Jeff Joseph, from the Consumer Electronics Association (CEA) told the BBC News website.The fair showcases the latest technologies and gadgets that will hit the shops in the next year.The fastest-growing technologies in 2004 included blank DVD media, Liquid Crystal Display (LCD) TVs, digital video recorders (DVRs), and portable music players.The show also includes several speeches from key technology companies such as Intel, Microsoft, and Hewlett Packard among others.Portable devices that combine mobile telephony, digital music and video players, will also be more popular in 2005.Although it has been widely predicted that Mr Gates would be showcasing the new Xbox, some media reports have cast doubt on what he would be talking about in the keynote.",0
 ,"You could be losing a fair chunk of your life in the back of that cab not least because many people collect numbers on their phone that they do not have anywhere else.In London alone over the past six months more than 63,000 mobile phones have been left in the back of black cabs, according to a survey.Briton's growing love of phones has also led to the creation of the Mobile Equipment National Database that lets you register the unique ID number of your phone so it can be returned to you in the event of it being lost or stolen.That works out at about three phones per cab.By contrast Danes were most adept at losing mobile phones being seven times more likely to leave it behind in a cab than travellers in Germans, Norwegians and Swedes.More than twice as many laptops were left in the back of black cabs in London as in any of the nine other cities (Helsinki, Oslo, Munich, Paris, Stockholm, Copenhagen, Chicago and Sydney) where the research into lost and found gadgets was carried out.This growing habit of losing gadgets explains the rise of firms such as Retrofone which lets people buy a cheap old-fashioned phone to replace the tiny, shiny expensive one they have just lost.This has left Londoners, or those travelling by cab in the capital, as the world's best at losing laptops, according to the research by the Licensed Taxi Drivers Association and Pointsec, a mobile-data backup firm.Given that few people back up the data on their PC it is a fair bet that even fewer do so with the phone they carry around.",0
 ,"Jupiter Research's index is calculated using 40 different variables across net users, digital TV adoption, wireless and mobile, online activity, and digital devices.However, only 25% of Britons said a digital camera would be their top gadget purchase of the year.""The European Digital Life Index demonstrates that digital lifestyles are common today, but across Europe there is no single digital lifestyle,"" said Nate Elliott, Jupiter analyst.The least digital of the European nations was Greece, in 17th position, according to the Digital Life Index.About 14 million households in the UK, 60%, have digital TV, according to the communications regulator Ofcom.The UK's adoption of digital TV and broadband has helped make it the fourth most digitally-savvy nation in Europe, according a report by Jupiter Research.The trend for gadgets and technologies, such as digital video recorders (DVR), broadband, and video-on-demand will continue across Europe, he added.Digital cameras were the most popular choice of gadget for 2005, said the survey, with nearly 40% choosing this over wireless, home printing and DVR technologies.The most digitally sophisticated Europeans, in terms of use of digital goods such as mobiles, TV, net and cameras, are the Scandinavians.More than six million UK households now have broadband net.""Consumers adopt different digital products and services in different countries.""",0
 ,"With a broadband net subscription, you can also get your TV and phone service.The BBC recognises that TV over broadband is a reality and aims to innovate with it, said Rahul Chakkara, controller of BBCi's 24/7 interactive TV services.The corporation's Interactive Media Player (iMP) is its first foray into broadband TV - known as IPTV (Internet Protocol TV).It also sees delivering TV over broadband as a way of getting high-definition (HD) content to people sooner than they will be able to get it through conventional, regular broadcasts.According to Benoit Joly from broadband telecoms firm Thales, 30% of Europe cannot get satellite TV or digital TV.Broadband to them would not be about data and the net - that could come later for them - but about cheap phone calls and more choice of TV programmes.BT is starting its push into television with plans to offer TV over broadband.Delivering programmes over broadband offers clear public value, says the BBC, because it gives people more control, and more choice.It is all part of the larger changing TV technology landscape and, like personal digital video recorders (PVRs), gives people much more control over TV.It helps, said Mr Burke, that people are more au fait with terms like ""digital"", ""interactive"", now that digital TV reaches more than 56% of UK homes.But IPTV could be used for home-monitoring, ""pet cams"", localised news services, and local authority TV, too says BT.Analysts say that IPTV will account for 10% of the digital TV market in Europe alone by the end of the decade.BT does not see itself as a broadcaster of IPTV services, rather as an ""enabler"", said Mr Burke.They could get IPTV though.Since it uses internet technology, IPTV could mean more choice of programmes, more, more interactivity, tailored programming, and more localised content outside of conventional satellite, digital cable, and terrestrial broadcasts.Both use broadband net connections to carry information, like video and voice, in packets of data instead of conventional means.",0
 ,"Mr Allard said Microsoft had to work hard to ensure that it was easy for game makers to produce titles for the Xbox 2 and for players to get playing.Only with such consistency would the Xbox be able to support the 10-20 million subscribers that it was aiming for, said Mr Allard.Microsoft has given game makers a glimpse of the new Xbox 2 console.The Xbox would also support well-known industry specifications, such as DirectX, to make it simple for game studios to make titles for the console.This ability to personalise games and in-game characters would be key in the future, said Mr Allard.Xbox frontman J. Allard said the console looked set to be capable of one trillion calculations per second.Also all titles for the new Xbox will have the same interface to make it easy to play online and buy extras for characters or other add-ons for games.",0
 ,"But the set-top box which receives HDTV broadcasts has to plug into a display - TV set - that can show the images at the much higher resolution that HD demands, if HDTV is to be ""real"".Thousands of flat panel screens - LCDs (liquid crystal displays), plasma screens, and DLP rear-projection TV sets - have already been sold as ""HD"", but are in fact not able to display HD.By 2010, 20% of homes in the UK will have some sort of TV set or display that can show HD in its full glory.The TV display manufacturers want us to watch HD on screens that are at least 42in (106cm), to get the ""true impact"" of HD, they say, although smaller displays suffice.But there is real concern that people are not getting the right information about HD on the High Street.It is similarly concerned that people get the right information on HDTV formats, as well as which devices will support the formats.HD essentially makes TV picture quality at least four times better than now.There are 74 different devices that are being sold as HD but are not HD-ready, according to Alexander Oudendijk, senior vice president of marketing for satellite giant Astra.The European Broadcast Union (EBU) is testing different flavours of HD formats to prepare for even better HDTV further down the line.Now that a critical mass of people have embraced digital TV, DVDs, and digital video recorders, the next revolution for TV is being prepared for our sets.This also means they are equipped to cope with both analogue and HDTV signals, and so comply with the minimum specification set out by the industry.""The UK is the largest display market in Europe,"" according to John Binks, director of GfK, which monitors global consumer markets.The BBC is currently developing plans to produce all its TV output to meet HDTV standards by 2010.LCD prices dropped by 43% in Europe as a whole last year, according to Mr Oudendijk.As a result, all the key players, those who make flat panel displays, as well as the satellite companies and broadcasters, formed a HD forum in 2004 to make sure they were all talking to each other.In most corners of TV and technology industries, high-definition (HDTV) is being heralded as the biggest thing to happen to the television since colour.",0
 ,"In the chronology of home computing, Commodore was one of the pioneers.The Commodore 64, launched in 1982, was one of the first affordable home PCs.Commodore International filed for bankruptcy in 1994 and was sold to Dutch firm Tulip Computers.The once-famous Commodore computer brand could be resurrected after being bought by a US-based digital music distributor.The Commodore 64 sold more than any other single computer system, even to this day.In the late 1980s the firm was a great rival to Atari, which produced its own range of home computers and is now a brand of video games, formerly known as Infogrames.",0
 ,"Microsoft is trailing behind competitors like Google and AOL, which already offer services which make it easy for people to set up web journals.It is launching a test service to allow people to publish blogs, or online journals, called MSN Spaces.Competitors like Google already offer free services through its Blogger site, while AOL provides its members with journals.Blogs, short for web logs, have become a popular way for people to talk about their lives and express opinions online.It now estimates that the number of blogs in existence has exceeded 4.8 million, although some speculate that less than a quarter are regularly maintained.Accurate figures for the number of blogs in existence are hard to come by.",0
 ,"Jaynes was also found guilty of breaking a state law which prohibits the sending of more than 100,000 e-mails in 30 days, Virginia State Attorney General Jerry Kilgore reportedly said.Prosecutors said Jaynes was ""a snake oil salesman in a new format"", using the internet to peddle useless wares, news agency Associated Press reported.Prosecutors had asked for 15 years in jail for Jaynes, and a jail term for his sister.But Jaynes' lawyer David Oblon called the nine-year recommended term ""outrageous"" and said his client believed he was innocent.Jurors in Virginia recommended that the man, Jeremy Jaynes, serve nine years in prison and that his sister, Jessica DeGroot, be fined $7,500.They were convicted under a state law that bars the sending of bulk e-mails using fake addresses.Jaynes amassed a fortune of $24m from his sales, prosecutors said.",0
